Date,Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Current Prices (£'000),Geographical Region,Type
01/01/2017," Products & Components",Cork Tiles,Exports,2445,United Kingdom,External Trade
01/01/2018," Products & Components",Cork Tiles,Exports,2099,United Kingdom,External Trade
01/01/2019," Products & Components",Cork Tiles,Exports,2696,United Kingdom,External Trade
01/01/2020," Products & Components",Cork Tiles,Exports,2135,United Kingdom,External Trade
01/01/2015," Products & Components",Linoleum Floor Coverings,Imports,364202,United Kingdom,External Trade
01/01/2016," Products & Components",Linoleum Floor Coverings,Imports,405910,United Kingdom,External Trade
01/01/2017," Products & Components",Linoleum Floor Coverings,Imports,472668,United Kingdom,External Trade
01/01/2018," Products & Components",Linoleum Floor Coverings,Imports,485706,United Kingdom,External Trade
01/01/2019," Products & Components",Linoleum Floor Coverings,Imports,545328,United Kingdom,External Trade
01/01/2020," Products & Components",Linoleum Floor Coverings,Imports,560019,United Kingdom,External Trade
01/01/2015," Products & Components",Linoleum Floor Coverings,Exports,221618,United Kingdom,External Trade
01/01/2016," Products & Components",Linoleum Floor Coverings,Exports,254686,United Kingdom,External Trade
01/01/2017," Products & Components",Linoleum Floor Coverings,Exports,298418,United Kingdom,External Trade
01/01/2018," Products & Components",Linoleum Floor Coverings,Exports,321021,United Kingdom,External Trade
01/01/2019," Products & Components",Linoleum Floor Coverings,Exports,317504,United Kingdom,External Trade
01/01/2020," Products & Components",Linoleum Floor Coverings,Exports,277659,United Kingdom,External Trade
01/01/2015," Products & Components",Wallpaper,Imports,67081,United Kingdom,External Trade
01/01/2016," Products & Components",Wallpaper,Imports,65756,United Kingdom,External Trade
01/01/2017," Products & Components",Wallpaper,Imports,74965,United Kingdom,External Trade
01/01/2018," Products & Components",Wallpaper,Imports,84113,United Kingdom,External Trade
01/01/2019," Products & Components",Wallpaper,Imports,93189,United Kingdom,External Trade
01/01/2020," Products & Components",Wallpaper,Imports,91375,United Kingdom,External Trade
01/01/2015," Products & Components",Wallpaper,Exports,74091,United Kingdom,External Trade
01/01/2016," Products & Components",Wallpaper,Exports,84422,United Kingdom,External Trade
01/01/2017," Products & Components",Wallpaper,Exports,81229,United Kingdom,External Trade
01/01/2018," Products & Components",Wallpaper,Exports,77000,United Kingdom,External Trade
01/01/2019," Products & Components",Wallpaper,Exports,85069,United Kingdom,External Trade
01/01/2020," Products & Components",Wallpaper,Exports,75252,United Kingdom,External Trade
01/01/2015," Products & Components",Textile Wall Coverings,Imports,5133,United Kingdom,External Trade
01/01/2016," Products & Components",Textile Wall Coverings,Imports,6559,United Kingdom,External Trade
01/01/2017," Products & Components",Textile Wall Coverings,Imports,7728,United Kingdom,External Trade
01/01/2018," Products & Components",Textile Wall Coverings,Imports,6531,United Kingdom,External Trade
01/01/2019," Products & Components",Textile Wall Coverings,Imports,6123,United Kingdom,External Trade
01/01/2020," Products & Components",Textile Wall Coverings,Imports,4297,United Kingdom,External Trade
01/01/2015," Products & Components",Textile Wall Coverings,Exports,785,United Kingdom,External Trade
01/01/2016," Products & Components",Textile Wall Coverings,Exports,984,United Kingdom,External Trade
01/01/2017," Products & Components",Textile Wall Coverings,Exports,1499,United Kingdom,External Trade
01/01/2018," Products & Components",Textile Wall Coverings,Exports,1474,United Kingdom,External Trade
01/01/2019," Products & Components",Textile Wall Coverings,Exports,3146,United Kingdom,External Trade
01/01/2020," Products & Components",Textile Wall Coverings,Exports,3952,United Kingdom,External Trade
01/01/2015," Products & Components",Textile Wall Coverings,,2015,United Kingdom,External Trade
01/01/2016," Products & Components",Textile Wall Coverings,,2016,United Kingdom,External Trade
01/01/2017," Products & Components",Textile Wall Coverings,,2017,United Kingdom,External Trade
01/01/2018," Products & Components",Textile Wall Coverings,,2018,United Kingdom,External Trade
01/01/2019," Products & Components",Textile Wall Coverings,,2019,United Kingdom,External Trade
01/01/2020," Products & Components",Textile Wall Coverings,,2020,United Kingdom,External Trade
01/01/2015," Products & Components",Fitted Kitchens (assembled),Imports,75096,United Kingdom,External Trade
01/01/2016," Products & Components",Fitted Kitchens (assembled),Imports,73920,United Kingdom,External Trade
01/01/2017," Products & Components",Fitted Kitchens (assembled),Imports,86086,United Kingdom,External Trade
01/01/2018," Products & Components",Fitted Kitchens (assembled),Imports,68062,United Kingdom,External Trade
01/01/2019," Products & Components",Fitted Kitchens (assembled),Imports,76419,United Kingdom,External Trade
01/01/2020," Products & Components",Fitted Kitchens (assembled),Imports,83002,United Kingdom,External Trade
01/01/2015," Products & Components",Fitted Kitchens (assembled),Exports,22884,United Kingdom,External Trade
01/01/2016," Products & Components",Fitted Kitchens (assembled),Exports,17903,United Kingdom,External Trade
01/01/2017," Products & Components",Fitted Kitchens (assembled),Exports,30396,United Kingdom,External Trade
01/01/2018," Products & Components",Fitted Kitchens (assembled),Exports,33435,United Kingdom,External Trade
01/01/2019," Products & Components",Fitted Kitchens (assembled),Exports,25195,United Kingdom,External Trade
01/01/2020," Products & Components",Fitted Kitchens (assembled),Exports,23303,United Kingdom,External Trade
01/01/2015," Products & Components",Prefabricated Buildings (wood),Imports,64011,United Kingdom,External Trade
01/01/2016," Products & Components",Prefabricated Buildings (wood),Imports,58783,United Kingdom,External Trade
01/01/2017," Products & Components",Prefabricated Buildings (wood),Imports,43658,United Kingdom,External Trade
01/01/2018," Products & Components",Prefabricated Buildings (wood),Imports,60042,United Kingdom,External Trade
01/01/2019," Products & Components",Prefabricated Buildings (wood),Imports,59176,United Kingdom,External Trade
01/01/2020," Products & Components",Prefabricated Buildings (wood),Imports,61971,United Kingdom,External Trade
01/01/2015," Products & Components",Prefabricated Buildings (wood),Exports,5438,United Kingdom,External Trade
01/01/2016," Products & Components",Prefabricated Buildings (wood),Exports,4403,United Kingdom,External Trade
01/01/2017," Products & Components",Prefabricated Buildings (wood),Exports,7618,United Kingdom,External Trade
01/01/2018," Products & Components",Prefabricated Buildings (wood),Exports,7712,United Kingdom,External Trade
01/01/2019," Products & Components",Prefabricated Buildings (wood),Exports,10862,United Kingdom,External Trade
01/01/2020," Products & Components",Prefabricated Buildings (wood),Exports,11324,United Kingdom,External Trade
01/01/2015," Products & Components",Prefabricated Buildings (steel),Imports,59229,United Kingdom,External Trade
01/01/2016," Products & Components",Prefabricated Buildings (steel),Imports,73410,United Kingdom,External Trade
01/01/2017," Products & Components",Prefabricated Buildings (steel),Imports,66669,United Kingdom,External Trade
01/01/2018," Products & Components",Prefabricated Buildings (steel),Imports,79487,United Kingdom,External Trade
01/01/2019," Products & Components",Prefabricated Buildings (steel),Imports,55949,United Kingdom,External Trade
01/01/2020," Products & Components",Prefabricated Buildings (steel),Imports,90745,United Kingdom,External Trade
01/01/2015," Products & Components",Prefabricated Buildings (steel),Exports,38377,United Kingdom,External Trade
01/01/2016," Products & Components",Prefabricated Buildings (steel),Exports,61390,United Kingdom,External Trade
01/01/2017," Products & Components",Prefabricated Buildings (steel),Exports,62002,United Kingdom,External Trade
01/01/2018," Products & Components",Prefabricated Buildings (steel),Exports,84749,United Kingdom,External Trade
01/01/2019," Products & Components",Prefabricated Buildings (steel),Exports,58334,United Kingdom,External Trade
01/01/2020," Products & Components",Prefabricated Buildings (steel),Exports,44655,United Kingdom,External Trade
01/01/2015," Products & Components",Prefabricated Buildings (other),Imports,38773,United Kingdom,External Trade
01/01/2016," Products & Components",Prefabricated Buildings (other),Imports,47148,United Kingdom,External Trade
01/01/2017," Products & Components",Prefabricated Buildings (other),Imports,48805,United Kingdom,External Trade
01/01/2018," Products & Components",Prefabricated Buildings (other),Imports,74862,United Kingdom,External Trade
01/01/2019," Products & Components",Prefabricated Buildings (other),Imports,63104,United Kingdom,External Trade
01/01/2020," Products & Components",Prefabricated Buildings (other),Imports,91975,United Kingdom,External Trade
01/01/2015," Products & Components",Prefabricated Buildings (other),Exports,26988,United Kingdom,External Trade
01/01/2016," Products & Components",Prefabricated Buildings (other),Exports,11994,United Kingdom,External Trade
01/01/2017," Products & Components",Prefabricated Buildings (other),Exports,21591,United Kingdom,External Trade
01/01/2018," Products & Components",Prefabricated Buildings (other),Exports,15448,United Kingdom,External Trade
01/01/2019," Products & Components",Prefabricated Buildings (other),Exports,23670,United Kingdom,External Trade
01/01/2020," Products & Components",Prefabricated Buildings (other),Exports,25049,United Kingdom,External Trade
01/01/2015," Products & Components",Mobile Homes,Imports,288,United Kingdom,External Trade
01/01/2016," Products & Components",Mobile Homes,Imports,1404,United Kingdom,External Trade
01/01/2017," Products & Components",Mobile Homes,Imports,36497,United Kingdom,External Trade
01/01/2018," Products & Components",Mobile Homes,Imports,3830,United Kingdom,External Trade
01/01/2019," Products & Components",Mobile Homes,Imports,2107,United Kingdom,External Trade
01/01/2020," Products & Components",Mobile Homes,Imports,1515,United Kingdom,External Trade
01/01/2015," Products & Components",Mobile Homes,Exports,10784,United Kingdom,External Trade
01/01/2016," Products & Components",Mobile Homes,Exports,10702,United Kingdom,External Trade
01/01/2017," Products & Components",Mobile Homes,Exports,5658,United Kingdom,External Trade
01/01/2018," Products & Components",Mobile Homes,Exports,10736,United Kingdom,External Trade
01/01/2019," Products & Components",Mobile Homes,Exports,14017,United Kingdom,External Trade
01/01/2020," Products & Components",Mobile Homes,Exports,10088,United Kingdom,External Trade
01/01/2015," Products & Components",Taps & Valves,Imports,396977,United Kingdom,External Trade
01/01/2016," Products & Components",Taps & Valves,Imports,410262,United Kingdom,External Trade
01/01/2017," Products & Components",Taps & Valves,Imports,443229,United Kingdom,External Trade
01/01/2018," Products & Components",Taps & Valves,Imports,425027,United Kingdom,External Trade
01/01/2019," Products & Components",Taps & Valves,Imports,443400,United Kingdom,External Trade
01/01/2020," Products & Components",Taps & Valves,Imports,367152,United Kingdom,External Trade
01/01/2015," Products & Components",Taps & Valves,Exports,106337,United Kingdom,External Trade
01/01/2016," Products & Components",Taps & Valves,Exports,106143,United Kingdom,External Trade
01/01/2017," Products & Components",Taps & Valves,Exports,119412,United Kingdom,External Trade
01/01/2018," Products & Components",Taps & Valves,Exports,104025,United Kingdom,External Trade
01/01/2019," Products & Components",Taps & Valves,Exports,124395,United Kingdom,External Trade
01/01/2020," Products & Components",Taps & Valves,Exports,102398,United Kingdom,External Trade
01/01/2015," Products & Components",Pumps (circulating),Imports,38310,United Kingdom,External Trade
01/01/2016," Products & Components",Pumps (circulating),Imports,47261,United Kingdom,External Trade
01/01/2017," Products & Components",Pumps (circulating),Imports,38761,United Kingdom,External Trade
01/01/2018," Products & Components",Pumps (circulating),Imports,65214,United Kingdom,External Trade
01/01/2019," Products & Components",Pumps (circulating),Imports,76338,United Kingdom,External Trade
01/01/2020," Products & Components",Pumps (circulating),Imports,64092,United Kingdom,External Trade
01/01/2015," Products & Components",Pumps (circulating),Exports,12767,United Kingdom,External Trade
01/01/2016," Products & Components",Pumps (circulating),Exports,10483,United Kingdom,External Trade
01/01/2017," Products & Components",Pumps (circulating),Exports,13573,United Kingdom,External Trade
01/01/2018," Products & Components",Pumps (circulating),Exports,8978,United Kingdom,External Trade
01/01/2019," Products & Components",Pumps (circulating),Exports,9494,United Kingdom,External Trade
01/01/2020," Products & Components",Pumps (circulating),Exports,4068,United Kingdom,External Trade
01/01/2015," Products & Components",Central Heating Boilers,Imports,584030,United Kingdom,External Trade
01/01/2016," Products & Components",Central Heating Boilers,Imports,624423,United Kingdom,External Trade
01/01/2017," Products & Components",Central Heating Boilers,Imports,640815,United Kingdom,External Trade
01/01/2018," Products & Components",Central Heating Boilers,Imports,664916,United Kingdom,External Trade
01/01/2019," Products & Components",Central Heating Boilers,Imports,622362,United Kingdom,External Trade
01/01/2020," Products & Components",Central Heating Boilers,Imports,550581,United Kingdom,External Trade
01/01/2015," Products & Components",Central Heating Boilers,Exports,75463,United Kingdom,External Trade
01/01/2016," Products & Components",Central Heating Boilers,Exports,110656,United Kingdom,External Trade
01/01/2017," Products & Components",Central Heating Boilers,Exports,152292,United Kingdom,External Trade
01/01/2018," Products & Components",Central Heating Boilers,Exports,180696,United Kingdom,External Trade
01/01/2019," Products & Components",Central Heating Boilers,Exports,171280,United Kingdom,External Trade
01/01/2020," Products & Components",Central Heating Boilers,Exports,159651,United Kingdom,External Trade
01/01/2015," Products & Components",Radiators,Imports,184085,United Kingdom,External Trade
01/01/2016," Products & Components",Radiators,Imports,191200,United Kingdom,External Trade
01/01/2017," Products & Components",Radiators,Imports,210206,United Kingdom,External Trade
01/01/2018," Products & Components",Radiators,Imports,213025,United Kingdom,External Trade
01/01/2019," Products & Components",Radiators,Imports,240469,United Kingdom,External Trade
01/01/2020," Products & Components",Radiators,Imports,225483,United Kingdom,External Trade
01/01/2015," Products & Components",Radiators,Exports,40929,United Kingdom,External Trade
01/01/2016," Products & Components",Radiators,Exports,45208,United Kingdom,External Trade
01/01/2017," Products & Components",Radiators,Exports,49243,United Kingdom,External Trade
01/01/2018," Products & Components",Radiators,Exports,50045,United Kingdom,External Trade
01/01/2019," Products & Components",Radiators,Exports,40377,United Kingdom,External Trade
01/01/2020," Products & Components",Radiators,Exports,33733,United Kingdom,External Trade
01/01/2015," Products & Components",Water Heaters,Imports,127898,United Kingdom,External Trade
01/01/2016," Products & Components",Water Heaters,Imports,139385,United Kingdom,External Trade
01/01/2017," Products & Components",Water Heaters,Imports,148614,United Kingdom,External Trade
01/01/2018," Products & Components",Water Heaters,Imports,153555,United Kingdom,External Trade
01/01/2019," Products & Components",Water Heaters,Imports,182645,United Kingdom,External Trade
01/01/2020," Products & Components",Water Heaters,Imports,195521,United Kingdom,External Trade
01/01/2015," Products & Components",Water Heaters,Exports,65808,United Kingdom,External Trade
01/01/2016," Products & Components",Water Heaters,Exports,65569,United Kingdom,External Trade
01/01/2017," Products & Components",Water Heaters,Exports,71045,United Kingdom,External Trade
01/01/2018," Products & Components",Water Heaters,Exports,73064,United Kingdom,External Trade
01/01/2019," Products & Components",Water Heaters,Exports,68379,United Kingdom,External Trade
01/01/2020," Products & Components",Water Heaters,Exports,70439,United Kingdom,External Trade
01/01/2015," Products & Components",Space Heaters,Imports,130099,United Kingdom,External Trade
01/01/2016," Products & Components",Space Heaters,Imports,140966,United Kingdom,External Trade
01/01/2017," Products & Components",Space Heaters,Imports,150464,United Kingdom,External Trade
01/01/2018," Products & Components",Space Heaters,Imports,165358,United Kingdom,External Trade
01/01/2019," Products & Components",Space Heaters,Imports,166675,United Kingdom,External Trade
01/01/2020," Products & Components",Space Heaters,Imports,141695,United Kingdom,External Trade
01/01/2015," Products & Components",Space Heaters,Exports,31490,United Kingdom,External Trade
01/01/2016," Products & Components",Space Heaters,Exports,32277,United Kingdom,External Trade
01/01/2017," Products & Components",Space Heaters,Exports,40711,United Kingdom,External Trade
01/01/2018," Products & Components",Space Heaters,Exports,47546,United Kingdom,External Trade
01/01/2019," Products & Components",Space Heaters,Exports,56996,United Kingdom,External Trade
01/01/2020," Products & Components",Space Heaters,Exports,57719,United Kingdom,External Trade
01/01/2015," Products & Components",Fan Systems,Imports,245360,United Kingdom,External Trade
01/01/2016," Products & Components",Fan Systems,Imports,291210,United Kingdom,External Trade
01/01/2017," Products & Components",Fan Systems,Imports,205348,United Kingdom,External Trade
01/01/2018," Products & Components",Fan Systems,Imports,237937,United Kingdom,External Trade
01/01/2019," Products & Components",Fan Systems,Imports,273399,United Kingdom,External Trade
01/01/2020," Products & Components",Fan Systems,Imports,259549,United Kingdom,External Trade
01/01/2015," Products & Components",Fan Systems,Exports,143119,United Kingdom,External Trade
01/01/2016," Products & Components",Fan Systems,Exports,129268,United Kingdom,External Trade
01/01/2017," Products & Components",Fan Systems,Exports,84271,United Kingdom,External Trade
01/01/2018," Products & Components",Fan Systems,Exports,106124,United Kingdom,External Trade
01/01/2019," Products & Components",Fan Systems,Exports,140893,United Kingdom,External Trade
01/01/2020," Products & Components",Fan Systems,Exports,129924,United Kingdom,External Trade
01/01/2015," Products & Components",Air Conditioning Equipment,Imports,518087,United Kingdom,External Trade
01/01/2016," Products & Components",Air Conditioning Equipment,Imports,585067,United Kingdom,External Trade
01/01/2017," Products & Components",Air Conditioning Equipment,Imports,663142,United Kingdom,External Trade
01/01/2018," Products & Components",Air Conditioning Equipment,Imports,659164,United Kingdom,External Trade
01/01/2019," Products & Components",Air Conditioning Equipment,Imports,665685,United Kingdom,External Trade
01/01/2020," Products & Components",Air Conditioning Equipment,Imports,551145,United Kingdom,External Trade
01/01/2015," Products & Components",Air Conditioning Equipment,Exports,284946,United Kingdom,External Trade
01/01/2016," Products & Components",Air Conditioning Equipment,Exports,340891,United Kingdom,External Trade
01/01/2017," Products & Components",Air Conditioning Equipment,Exports,374499,United Kingdom,External Trade
01/01/2018," Products & Components",Air Conditioning Equipment,Exports,412136,United Kingdom,External Trade
01/01/2019," Products & Components",Air Conditioning Equipment,Exports,403255,United Kingdom,External Trade
01/01/2020," Products & Components",Air Conditioning Equipment,Exports,330377,United Kingdom,External Trade
01/01/2015," Products & Components",Air Purifying Equipment,Imports,78450,United Kingdom,External Trade
01/01/2016," Products & Components",Air Purifying Equipment,Imports,97383,United Kingdom,External Trade
01/01/2017," Products & Components",Air Purifying Equipment,Imports,104833,United Kingdom,External Trade
01/01/2018," Products & Components",Air Purifying Equipment,Imports,128375,United Kingdom,External Trade
01/01/2019," Products & Components",Air Purifying Equipment,Imports,159602,United Kingdom,External Trade
01/01/2020," Products & Components",Air Purifying Equipment,Imports,157560,United Kingdom,External Trade
01/01/2015," Products & Components",Air Purifying Equipment,Exports,229591,United Kingdom,External Trade
01/01/2016," Products & Components",Air Purifying Equipment,Exports,280094,United Kingdom,External Trade
01/01/2017," Products & Components",Air Purifying Equipment,Exports,253924,United Kingdom,External Trade
01/01/2018," Products & Components",Air Purifying Equipment,Exports,277036,United Kingdom,External Trade
01/01/2019," Products & Components",Air Purifying Equipment,Exports,284424,United Kingdom,External Trade
01/01/2020," Products & Components",Air Purifying Equipment,Exports,260912,United Kingdom,External Trade
01/01/2015," Products & Components",Hand Driers,Imports,12131,United Kingdom,External Trade
01/01/2016," Products & Components",Hand Driers,Imports,11919,United Kingdom,External Trade
01/01/2017," Products & Components",Hand Driers,Imports,12887,United Kingdom,External Trade
01/01/2018," Products & Components",Hand Driers,Imports,11929,United Kingdom,External Trade
01/01/2019," Products & Components",Hand Driers,Imports,14341,United Kingdom,External Trade
01/01/2020," Products & Components",Hand Driers,Imports,11707,United Kingdom,External Trade
01/01/2015," Products & Components",Hand Driers,Exports,1990,United Kingdom,External Trade
01/01/2016," Products & Components",Hand Driers,Exports,2004,United Kingdom,External Trade
01/01/2017," Products & Components",Hand Driers,Exports,2106,United Kingdom,External Trade
01/01/2018," Products & Components",Hand Driers,Exports,1954,United Kingdom,External Trade
01/01/2019," Products & Components",Hand Driers,Exports,2086,United Kingdom,External Trade
01/01/2020," Products & Components",Hand Driers,Exports,1461,United Kingdom,External Trade
01/01/2015," Products & Components",Meters,Imports,97599,United Kingdom,External Trade
01/01/2016," Products & Components",Meters,Imports,170651,United Kingdom,External Trade
01/01/2017," Products & Components",Meters,Imports,308905,United Kingdom,External Trade
01/01/2018," Products & Components",Meters,Imports,224724,United Kingdom,External Trade
01/01/2019," Products & Components",Meters,Imports,196336,United Kingdom,External Trade
01/01/2020," Products & Components",Meters,Imports,143352,United Kingdom,External Trade
01/01/2015," Products & Components",Meters,Exports,73939,United Kingdom,External Trade
01/01/2016," Products & Components",Meters,Exports,68224,United Kingdom,External Trade
01/01/2017," Products & Components",Meters,Exports,65336,United Kingdom,External Trade
01/01/2018," Products & Components",Meters,Exports,41624,United Kingdom,External Trade
01/01/2019," Products & Components",Meters,Exports,26543,United Kingdom,External Trade
01/01/2020," Products & Components",Meters,Exports,29795,United Kingdom,External Trade
01/01/2015," Products & Components",Plugs & Sockets,Imports,440962,United Kingdom,External Trade
01/01/2016," Products & Components",Plugs & Sockets,Imports,500148,United Kingdom,External Trade
01/01/2017," Products & Components",Plugs & Sockets,Imports,587447,United Kingdom,External Trade
01/01/2018," Products & Components",Plugs & Sockets,Imports,618573,United Kingdom,External Trade
01/01/2019," Products & Components",Plugs & Sockets,Imports,601923,United Kingdom,External Trade
01/01/2020," Products & Components",Plugs & Sockets,Imports,455745,United Kingdom,External Trade
01/01/2015," Products & Components",Plugs & Sockets,Exports,306814,United Kingdom,External Trade
01/01/2016," Products & Components",Plugs & Sockets,Exports,360391,United Kingdom,External Trade
01/01/2017," Products & Components",Plugs & Sockets,Exports,429684,United Kingdom,External Trade
01/01/2018," Products & Components",Plugs & Sockets,Exports,455606,United Kingdom,External Trade
01/01/2019," Products & Components",Plugs & Sockets,Exports,476377,United Kingdom,External Trade
01/01/2020," Products & Components",Plugs & Sockets,Exports,355998,United Kingdom,External Trade
01/01/2015," Products & Components",Electrical Wires,Imports,1555575,United Kingdom,External Trade
01/01/2016," Products & Components",Electrical Wires,Imports,1722019,United Kingdom,External Trade
01/01/2017," Products & Components",Electrical Wires,Imports,1927463,United Kingdom,External Trade
01/01/2018," Products & Components",Electrical Wires,Imports,1902786,United Kingdom,External Trade
01/01/2019," Products & Components",Electrical Wires,Imports,1936389,United Kingdom,External Trade
01/01/2020," Products & Components",Electrical Wires,Imports,1862726,United Kingdom,External Trade
01/01/2015," Products & Components",Electrical Wires,Exports,685189,United Kingdom,External Trade
01/01/2016," Products & Components",Electrical Wires,Exports,711411,United Kingdom,External Trade
01/01/2017," Products & Components",Electrical Wires,Exports,855361,United Kingdom,External Trade
01/01/2018," Products & Components",Electrical Wires,Exports,866414,United Kingdom,External Trade
01/01/2019," Products & Components",Electrical Wires,Exports,878601,United Kingdom,External Trade
01/01/2020," Products & Components",Electrical Wires,Exports,930027,United Kingdom,External Trade
01/01/2015," Products & Components",Electrical Insulators,Imports,37547,United Kingdom,External Trade
01/01/2016," Products & Components",Electrical Insulators,Imports,42682,United Kingdom,External Trade
01/01/2017," Products & Components",Electrical Insulators,Imports,50524,United Kingdom,External Trade
01/01/2018," Products & Components",Electrical Insulators,Imports,40384,United Kingdom,External Trade
01/01/2019," Products & Components",Electrical Insulators,Imports,44061,United Kingdom,External Trade
01/01/2020," Products & Components",Electrical Insulators,Imports,28801,United Kingdom,External Trade
01/01/2015," Products & Components",Electrical Insulators,Exports,27498,United Kingdom,External Trade
01/01/2016," Products & Components",Electrical Insulators,Exports,25494,United Kingdom,External Trade
01/01/2017," Products & Components",Electrical Insulators,Exports,28415,United Kingdom,External Trade
01/01/2018," Products & Components",Electrical Insulators,Exports,32638,United Kingdom,External Trade
01/01/2019," Products & Components",Electrical Insulators,Exports,32033,United Kingdom,External Trade
01/01/2020," Products & Components",Electrical Insulators,Exports,33562,United Kingdom,External Trade
01/01/2015," Products & Components",Lamps & Fittings,Imports,875583,United Kingdom,External Trade
01/01/2016," Products & Components",Lamps & Fittings,Imports,972629,United Kingdom,External Trade
01/01/2017," Products & Components",Lamps & Fittings,Imports,990825,United Kingdom,External Trade
01/01/2018," Products & Components",Lamps & Fittings,Imports,912344,United Kingdom,External Trade
01/01/2019," Products & Components",Lamps & Fittings,Imports,982957,United Kingdom,External Trade
01/01/2020," Products & Components",Lamps & Fittings,Imports,871286,United Kingdom,External Trade
01/01/2015," Products & Components",Lamps & Fittings,Exports,329238,United Kingdom,External Trade
01/01/2016," Products & Components",Lamps & Fittings,Exports,364805,United Kingdom,External Trade
01/01/2017," Products & Components",Lamps & Fittings,Exports,381091,United Kingdom,External Trade
01/01/2018," Products & Components",Lamps & Fittings,Exports,386994,United Kingdom,External Trade
01/01/2019," Products & Components",Lamps & Fittings,Exports,384563,United Kingdom,External Trade
01/01/2020," Products & Components",Lamps & Fittings,Exports,325571,United Kingdom,External Trade
01/01/2015," Products & Components",Fire & Security Alarms,Imports,243331,United Kingdom,External Trade
01/01/2016," Products & Components",Fire & Security Alarms,Imports,199177,United Kingdom,External Trade
01/01/2017," Products & Components",Fire & Security Alarms,Imports,214030,United Kingdom,External Trade
01/01/2018," Products & Components",Fire & Security Alarms,Imports,294986,United Kingdom,External Trade
01/01/2019," Products & Components",Fire & Security Alarms,Imports,307678,United Kingdom,External Trade
01/01/2020," Products & Components",Fire & Security Alarms,Imports,245628,United Kingdom,External Trade
01/01/2015," Products & Components",Fire & Security Alarms,Exports,261334,United Kingdom,External Trade
01/01/2016," Products & Components",Fire & Security Alarms,Exports,259129,United Kingdom,External Trade
01/01/2017," Products & Components",Fire & Security Alarms,Exports,268974,United Kingdom,External Trade
01/01/2018," Products & Components",Fire & Security Alarms,Exports,248992,United Kingdom,External Trade
01/01/2019," Products & Components",Fire & Security Alarms,Exports,249645,United Kingdom,External Trade
01/01/2020," Products & Components",Fire & Security Alarms,Exports,192386,United Kingdom,External Trade
01/01/2015," Products & Components",Lifts & Escalators,Imports,125768,United Kingdom,External Trade
01/01/2016," Products & Components",Lifts & Escalators,Imports,139702,United Kingdom,External Trade
01/01/2017," Products & Components",Lifts & Escalators,Imports,175643,United Kingdom,External Trade
01/01/2018," Products & Components",Lifts & Escalators,Imports,173792,United Kingdom,External Trade
01/01/2019," Products & Components",Lifts & Escalators,Imports,152111,United Kingdom,External Trade
01/01/2020," Products & Components",Lifts & Escalators,Imports,160319,United Kingdom,External Trade
01/01/2015," Products & Components",Lifts & Escalators,Exports,21193,United Kingdom,External Trade
01/01/2016," Products & Components",Lifts & Escalators,Exports,25693,United Kingdom,External Trade
01/01/2017," Products & Components",Lifts & Escalators,Exports,26868,United Kingdom,External Trade
01/01/2018," Products & Components",Lifts & Escalators,Exports,26693,United Kingdom,External Trade
01/01/2019," Products & Components",Lifts & Escalators,Exports,30718,United Kingdom,External Trade
01/01/2020," Products & Components",Lifts & Escalators,Exports,40289,United Kingdom,External Trade
