Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2016," Semi-Manufactures",Steel for Fabrication,Exports,187788,United Kingdom,External Trade,01/01/2016Semi-ManufacturesSteel for FabricationExports187788United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Steel for Fabrication,Exports,191432,United Kingdom,External Trade,01/01/2017Semi-ManufacturesSteel for FabricationExports191432United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Steel for Fabrication,Exports,214804,United Kingdom,External Trade,01/01/2018Semi-ManufacturesSteel for FabricationExports214804United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Steel for Fabrication,Exports,179575,United Kingdom,External Trade,01/01/2019Semi-ManufacturesSteel for FabricationExports179575United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Steel for Fabrication,Exports,198936,United Kingdom,External Trade,01/01/2020Semi-ManufacturesSteel for FabricationExports198936United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Aluminium for Fabrication,Imports,494514,United Kingdom,External Trade,01/01/2015Semi-ManufacturesAluminium for FabricationImports494514United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Aluminium for Fabrication,Imports,498713,United Kingdom,External Trade,01/01/2016Semi-ManufacturesAluminium for FabricationImports498713United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Aluminium for Fabrication,Imports,581060,United Kingdom,External Trade,01/01/2017Semi-ManufacturesAluminium for FabricationImports581060United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Aluminium for Fabrication,Imports,578279,United Kingdom,External Trade,01/01/2018Semi-ManufacturesAluminium for FabricationImports578279United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Aluminium for Fabrication,Imports,489297,United Kingdom,External Trade,01/01/2019Semi-ManufacturesAluminium for FabricationImports489297United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Aluminium for Fabrication,Imports,336260,United Kingdom,External Trade,01/01/2020Semi-ManufacturesAluminium for FabricationImports336260United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Aluminium for Fabrication,Exports,155775,United Kingdom,External Trade,01/01/2015Semi-ManufacturesAluminium for FabricationExports155775United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Aluminium for Fabrication,Exports,167325,United Kingdom,External Trade,01/01/2016Semi-ManufacturesAluminium for FabricationExports167325United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Aluminium for Fabrication,Exports,190146,United Kingdom,External Trade,01/01/2017Semi-ManufacturesAluminium for FabricationExports190146United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Aluminium for Fabrication,Exports,208494,United Kingdom,External Trade,01/01/2018Semi-ManufacturesAluminium for FabricationExports208494United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Aluminium for Fabrication,Exports,182048,United Kingdom,External Trade,01/01/2019Semi-ManufacturesAluminium for FabricationExports182048United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Aluminium for Fabrication,Exports,133360,United Kingdom,External Trade,01/01/2020Semi-ManufacturesAluminium for FabricationExports133360United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Profiles of  Vinyl Chloride,Imports,29998,United Kingdom,External Trade,01/01/2015Semi-ManufacturesProfiles of  Vinyl ChlorideImports29998United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Profiles of  Vinyl Chloride,Imports,36600,United Kingdom,External Trade,01/01/2016Semi-ManufacturesProfiles of  Vinyl ChlorideImports36600United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Profiles of  Vinyl Chloride,Imports,35921,United Kingdom,External Trade,01/01/2017Semi-ManufacturesProfiles of  Vinyl ChlorideImports35921United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Profiles of  Vinyl Chloride,Imports,38240,United Kingdom,External Trade,01/01/2018Semi-ManufacturesProfiles of  Vinyl ChlorideImports38240United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Profiles of  Vinyl Chloride,Imports,37069,United Kingdom,External Trade,01/01/2019Semi-ManufacturesProfiles of  Vinyl ChlorideImports37069United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Profiles of  Vinyl Chloride,Imports,45021,United Kingdom,External Trade,01/01/2020Semi-ManufacturesProfiles of  Vinyl ChlorideImports45021United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Profiles of  Vinyl Chloride,Exports,22642,United Kingdom,External Trade,01/01/2015Semi-ManufacturesProfiles of  Vinyl ChlorideExports22642United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Profiles of  Vinyl Chloride,Exports,21331,United Kingdom,External Trade,01/01/2016Semi-ManufacturesProfiles of  Vinyl ChlorideExports21331United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Profiles of  Vinyl Chloride,Exports,24666,United Kingdom,External Trade,01/01/2017Semi-ManufacturesProfiles of  Vinyl ChlorideExports24666United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Profiles of  Vinyl Chloride,Exports,27777,United Kingdom,External Trade,01/01/2018Semi-ManufacturesProfiles of  Vinyl ChlorideExports27777United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Profiles of  Vinyl Chloride,Exports,27552,United Kingdom,External Trade,01/01/2019Semi-ManufacturesProfiles of  Vinyl ChlorideExports27552United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Profiles of  Vinyl Chloride,Exports,30613,United Kingdom,External Trade,01/01/2020Semi-ManufacturesProfiles of  Vinyl ChlorideExports30613United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Slag for Construction,Imports,8330,United Kingdom,External Trade,01/01/2015Semi-ManufacturesSlag for ConstructionImports8330United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Slag for Construction,Imports,20782,United Kingdom,External Trade,01/01/2016Semi-ManufacturesSlag for ConstructionImports20782United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Slag for Construction,Imports,37847,United Kingdom,External Trade,01/01/2017Semi-ManufacturesSlag for ConstructionImports37847United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Slag for Construction,Imports,33776,United Kingdom,External Trade,01/01/2018Semi-ManufacturesSlag for ConstructionImports33776United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Slag for Construction,Imports,39019,United Kingdom,External Trade,01/01/2019Semi-ManufacturesSlag for ConstructionImports39019United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Slag for Construction,Imports,15023,United Kingdom,External Trade,01/01/2020Semi-ManufacturesSlag for ConstructionImports15023United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Slag for Construction,Exports,2179,United Kingdom,External Trade,01/01/2015Semi-ManufacturesSlag for ConstructionExports2179United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Slag for Construction,Exports,1202,United Kingdom,External Trade,01/01/2016Semi-ManufacturesSlag for ConstructionExports1202United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Slag for Construction,Exports,1463,United Kingdom,External Trade,01/01/2017Semi-ManufacturesSlag for ConstructionExports1463United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Slag for Construction,Exports,950,United Kingdom,External Trade,01/01/2018Semi-ManufacturesSlag for ConstructionExports950United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Slag for Construction,Exports,1222,United Kingdom,External Trade,01/01/2019Semi-ManufacturesSlag for ConstructionExports1222United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Slag for Construction,Exports,1262,United Kingdom,External Trade,01/01/2020Semi-ManufacturesSlag for ConstructionExports1262United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Tar & Bituminous Mixtures,Imports,18665,United Kingdom,External Trade,01/01/2015Semi-ManufacturesTar & Bituminous MixturesImports18665United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Tar & Bituminous Mixtures,Imports,22105,United Kingdom,External Trade,01/01/2016Semi-ManufacturesTar & Bituminous MixturesImports22105United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Tar & Bituminous Mixtures,Imports,19661,United Kingdom,External Trade,01/01/2017Semi-ManufacturesTar & Bituminous MixturesImports19661United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Tar & Bituminous Mixtures,Imports,34211,United Kingdom,External Trade,01/01/2018Semi-ManufacturesTar & Bituminous MixturesImports34211United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Tar & Bituminous Mixtures,Imports,30075,United Kingdom,External Trade,01/01/2019Semi-ManufacturesTar & Bituminous MixturesImports30075United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Tar & Bituminous Mixtures,Imports,18428,United Kingdom,External Trade,01/01/2020Semi-ManufacturesTar & Bituminous MixturesImports18428United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Tar & Bituminous Mixtures,Exports,17210,United Kingdom,External Trade,01/01/2015Semi-ManufacturesTar & Bituminous MixturesExports17210United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Tar & Bituminous Mixtures,Exports,22778,United Kingdom,External Trade,01/01/2016Semi-ManufacturesTar & Bituminous MixturesExports22778United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Tar & Bituminous Mixtures,Exports,20914,United Kingdom,External Trade,01/01/2017Semi-ManufacturesTar & Bituminous MixturesExports20914United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Tar & Bituminous Mixtures,Exports,25029,United Kingdom,External Trade,01/01/2018Semi-ManufacturesTar & Bituminous MixturesExports25029United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Tar & Bituminous Mixtures,Exports,24690,United Kingdom,External Trade,01/01/2019Semi-ManufacturesTar & Bituminous MixturesExports24690United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Tar & Bituminous Mixtures,Exports,18472,United Kingdom,External Trade,01/01/2020Semi-ManufacturesTar & Bituminous MixturesExports18472United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Lime,Imports,2026,United Kingdom,External Trade,01/01/2015Semi-ManufacturesLimeImports2026United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Lime,Imports,1402,United Kingdom,External Trade,01/01/2016Semi-ManufacturesLimeImports1402United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Lime,Imports,1992,United Kingdom,External Trade,01/01/2017Semi-ManufacturesLimeImports1992United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Lime,Imports,1931,United Kingdom,External Trade,01/01/2018Semi-ManufacturesLimeImports1931United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Lime,Imports,2141,United Kingdom,External Trade,01/01/2019Semi-ManufacturesLimeImports2141United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Lime,Imports,1831,United Kingdom,External Trade,01/01/2020Semi-ManufacturesLimeImports1831United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Lime,Exports,23847,United Kingdom,External Trade,01/01/2015Semi-ManufacturesLimeExports23847United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Lime,Exports,24451,United Kingdom,External Trade,01/01/2016Semi-ManufacturesLimeExports24451United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Lime,Exports,27403,United Kingdom,External Trade,01/01/2017Semi-ManufacturesLimeExports27403United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Lime,Exports,22906,United Kingdom,External Trade,01/01/2018Semi-ManufacturesLimeExports22906United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Lime,Exports,24514,United Kingdom,External Trade,01/01/2019Semi-ManufacturesLimeExports24514United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Lime,Exports,19710,United Kingdom,External Trade,01/01/2020Semi-ManufacturesLimeExports19710United KingdomExternal Trade
01/01/2015," Semi-Manufactures",Lime,,2015,United Kingdom,External Trade,01/01/2015Semi-ManufacturesLime2015United KingdomExternal Trade
01/01/2016," Semi-Manufactures",Lime,,2016,United Kingdom,External Trade,01/01/2016Semi-ManufacturesLime2016United KingdomExternal Trade
01/01/2017," Semi-Manufactures",Lime,,2017,United Kingdom,External Trade,01/01/2017Semi-ManufacturesLime2017United KingdomExternal Trade
01/01/2018," Semi-Manufactures",Lime,,2018,United Kingdom,External Trade,01/01/2018Semi-ManufacturesLime2018United KingdomExternal Trade
01/01/2019," Semi-Manufactures",Lime,,2019,United Kingdom,External Trade,01/01/2019Semi-ManufacturesLime2019United KingdomExternal Trade
01/01/2020," Semi-Manufactures",Lime,,2020,United Kingdom,External Trade,01/01/2020Semi-ManufacturesLime2020United KingdomExternal Trade
01/01/2015," Products & Components",Wood sleepers (rail & tram),Imports,9920,United Kingdom,External Trade,01/01/2015Products & ComponentsWood sleepers (rail & tram)Imports9920United KingdomExternal Trade
01/01/2016," Products & Components",Wood sleepers (rail & tram),Imports,11493,United Kingdom,External Trade,01/01/2016Products & ComponentsWood sleepers (rail & tram)Imports11493United KingdomExternal Trade
01/01/2017," Products & Components",Wood sleepers (rail & tram),Imports,24023,United Kingdom,External Trade,01/01/2017Products & ComponentsWood sleepers (rail & tram)Imports24023United KingdomExternal Trade
01/01/2018," Products & Components",Wood sleepers (rail & tram),Imports,27715,United Kingdom,External Trade,01/01/2018Products & ComponentsWood sleepers (rail & tram)Imports27715United KingdomExternal Trade
01/01/2019," Products & Components",Wood sleepers (rail & tram),Imports,23639,United Kingdom,External Trade,01/01/2019Products & ComponentsWood sleepers (rail & tram)Imports23639United KingdomExternal Trade
01/01/2020," Products & Components",Wood sleepers (rail & tram),Imports,34095,United Kingdom,External Trade,01/01/2020Products & ComponentsWood sleepers (rail & tram)Imports34095United KingdomExternal Trade
01/01/2015," Products & Components",Wood sleepers (rail & tram),Exports,86,United Kingdom,External Trade,01/01/2015Products & ComponentsWood sleepers (rail & tram)Exports86United KingdomExternal Trade
01/01/2016," Products & Components",Wood sleepers (rail & tram),Exports,406,United Kingdom,External Trade,01/01/2016Products & ComponentsWood sleepers (rail & tram)Exports406United KingdomExternal Trade
01/01/2017," Products & Components",Wood sleepers (rail & tram),Exports,437,United Kingdom,External Trade,01/01/2017Products & ComponentsWood sleepers (rail & tram)Exports437United KingdomExternal Trade
01/01/2018," Products & Components",Wood sleepers (rail & tram),Exports,564,United Kingdom,External Trade,01/01/2018Products & ComponentsWood sleepers (rail & tram)Exports564United KingdomExternal Trade
01/01/2019," Products & Components",Wood sleepers (rail & tram),Exports,332,United Kingdom,External Trade,01/01/2019Products & ComponentsWood sleepers (rail & tram)Exports332United KingdomExternal Trade
01/01/2020," Products & Components",Wood sleepers (rail & tram),Exports,1232,United Kingdom,External Trade,01/01/2020Products & ComponentsWood sleepers (rail & tram)Exports1232United KingdomExternal Trade
01/01/2015," Products & Components",Building Stone : processed,Imports,189561,United Kingdom,External Trade,01/01/2015Products & ComponentsBuilding Stone : processedImports189561United KingdomExternal Trade
01/01/2016," Products & Components",Building Stone : processed,Imports,202159,United Kingdom,External Trade,01/01/2016Products & ComponentsBuilding Stone : processedImports202159United KingdomExternal Trade
01/01/2017," Products & Components",Building Stone : processed,Imports,227589,United Kingdom,External Trade,01/01/2017Products & ComponentsBuilding Stone : processedImports227589United KingdomExternal Trade
01/01/2018," Products & Components",Building Stone : processed,Imports,214407,United Kingdom,External Trade,01/01/2018Products & ComponentsBuilding Stone : processedImports214407United KingdomExternal Trade
01/01/2019," Products & Components",Building Stone : processed,Imports,238954,United Kingdom,External Trade,01/01/2019Products & ComponentsBuilding Stone : processedImports238954United KingdomExternal Trade
